Epoch,V,BX_GSE,BY_GSM,BZ_GSM,N
2013-03-13 04:00:00,326.0,0.0,0.3,-1.5,12.5
2013-03-13 05:00:00,326.0,-0.3,0.3,-1.2,12.0
2013-03-13 06:00:00,327.0,-0.9,0.1,-0.9,11.5
2013-03-13 07:00:00,326.0,-1.2,-0.1,-0.6,10.4
2013-03-13 08:00:00,326.0,-1.5,-0.3,-0.5,10.2
2013-03-13 09:00:00,325.0,-0.9,0.3,-1.2,9.3
2013-03-13 10:00:00,323.0,-1.1,0.3,-1.1,9.2
2013-03-13 11:00:00,321.0,-1.3,0.7,-0.9,9.6
2013-03-13 12:00:00,318.0,-1.6,0.7,-0.7,9.7
2013-03-13 13:00:00,316.0,-1.6,0.7,-0.6,9.9
2013-03-13 14:00:00,314.0,-1.6,0.5,-0.7,9.6
2013-03-13 15:00:00,313.0,-1.7,0.7,-0.5,9.8
2013-03-13 16:00:00,312.0,-1.6,0.7,-0.3,10.4
2013-03-13 17:00:00,310.0,-1.6,0.5,-0.4,11.0
2013-03-13 18:00:00,310.0,-1.6,0.5,-1.0,11.3
2013-03-13 19:00:00,309.0,-1.8,0.8,-1.5,11.8
2013-03-13 20:00:00,315.0,-2.2,1.1,-2.7,12.3
2013-03-13 21:00:00,315.0,-2.7,-0.5,-3.1,12.2
2013-03-13 22:00:00,312.0,-2.5,-1.9,-1.8,14.4
2013-03-13 23:00:00,313.0,-1.4,-2.5,-1.7,14.2
2013-03-14 00:00:00,309.0,-2.9,-2.6,-0.1,14.6
2013-03-14 01:00:00,309.0,-3.4,-3.1,0.9,14.4
2013-03-14 02:00:00,307.0,-3.4,-3.3,1.6,15.1
2013-03-14 03:00:00,306.0,-3.1,-3.2,2.4,14.9
2013-03-14 04:00:00,307.0,-3.3,1.2,3.5,8.4
2013-03-14 05:00:00,309.0,-3.5,1.9,4.9,5.5
2013-03-14 06:00:00,311.0,-2.5,5.5,4.0,6.0
2013-03-14 07:00:00,301.0,-3.7,5.6,2.4,5.9
2013-03-14 08:00:00,305.0,-2.7,6.7,-0.9,5.7
2013-03-14 09:00:00,312.0,-1.8,4.7,-2.6,6.0
2013-03-14 10:00:00,315.0,-2.0,5.9,-1.7,5.7
2013-03-14 11:00:00,312.0,-2.8,5.9,-1.4,5.8
2013-03-14 12:00:00,312.0,-2.3,4.8,-1.6,7.8
2013-03-14 13:00:00,306.0,1.8,-5.0,-2.0,14.9
2013-03-14 14:00:00,309.0,2.2,-3.3,-3.2,18.7
2013-03-14 15:00:00,315.0,1.6,-1.7,-2.8,21.9
2013-03-14 16:00:00,318.0,-3.4,6.5,0.4,14.7
2013-03-14 17:00:00,321.0,-4.4,8.6,0.3,8.7
2013-03-14 18:00:00,309.0,-6.3,8.2,0.8,5.6
2013-03-14 19:00:00,341.0,-4.2,3.2,3.7,7.6
2013-03-14 20:00:00,359.0,-5.1,1.5,6.0,7.7
2013-03-14 21:00:00,363.0,-4.9,4.5,3.9,7.4
2013-03-14 22:00:00,373.0,-4.2,6.0,2.7,6.1
2013-03-14 23:00:00,362.0,-6.1,3.8,6.4,5.4
2013-03-15 00:00:00,349.0,-7.4,5.2,3.3,5.5
2013-03-15 01:00:00,349.0,-7.2,5.3,3.3,5.6
2013-03-15 02:00:00,344.0,-6.5,5.2,2.4,3.7
2013-03-15 03:00:00,352.0,-7.0,4.8,2.8,4.2
2013-03-15 04:00:00,361.0,-4.9,5.7,1.5,6.2
2013-03-15 05:00:00,404.0,-2.2,1.8,-4.7,10.1
2013-03-15 06:00:00,454.0,-0.4,-1.3,-5.6,13.4
2013-03-15 07:00:00,453.0,-3.0,-6.8,2.2,11.5
2013-03-15 08:00:00,460.0,-2.1,5.8,7.3,9.5
2013-03-15 09:00:00,460.0,-3.9,7.2,4.4,8.9
2013-03-15 10:00:00,454.0,-4.9,7.2,3.9,7.9
2013-03-15 11:00:00,456.0,-3.5,7.4,4.1,7.0
2013-03-15 12:00:00,454.0,-3.7,7.0,3.6,6.0
2013-03-15 13:00:00,451.0,-4.5,5.3,4.3,5.9
2013-03-15 14:00:00,457.0,-2.8,5.7,4.7,5.7
2013-03-15 15:00:00,452.0,-3.7,5.2,3.3,5.2
2013-03-15 16:00:00,446.0,-4.6,3.3,4.1,5.0
2013-03-15 17:00:00,451.0,-3.5,2.8,4.4,4.7
2013-03-15 18:00:00,448.0,-3.5,0.4,4.8,4.5
2013-03-15 19:00:00,452.0,-2.6,0.7,4.6,4.1
2013-03-15 20:00:00,432.0,-4.2,2.4,1.8,4.0
2013-03-15 21:00:00,433.0,-4.0,3.1,0.4,3.9
2013-03-15 22:00:00,437.0,-3.2,3.7,0.4,3.7
2013-03-15 23:00:00,443.0,-2.0,4.5,-0.2,3.5
2013-03-16 00:00:00,436.0,-3.0,3.3,-2.0,3.5
2013-03-16 01:00:00,436.0,-3.3,1.6,-3.2,3.5
2013-03-16 02:00:00,446.0,-3.2,1.1,-4.3,3.9
2013-03-16 03:00:00,458.0,-3.5,4.1,-1.8,4.0
2013-03-16 04:00:00,468.0,-3.2,0.7,-2.7,4.2
2013-03-16 05:00:00,468.0,-3.2,1.8,-2.4,4.1
2013-03-16 06:00:00,469.0,-2.7,2.1,-0.3,4.0
2013-03-16 07:00:00,472.0,-2.1,1.7,0.2,4.0
2013-03-16 08:00:00,476.0,-1.0,5.1,-2.2,3.6
2013-03-16 09:00:00,470.0,-1.5,4.8,-1.5,3.7
2013-03-16 10:00:00,442.0,-3.9,3.9,-1.1,3.4
2013-03-16 11:00:00,444.0,-3.7,3.7,1.4,3.4
2013-03-16 12:00:00,448.0,-3.1,4.7,0.4,3.3
2013-03-16 13:00:00,438.0,-3.9,4.1,-0.1,2.8
2013-03-16 14:00:00,450.0,-2.5,5.0,0.3,2.7
2013-03-16 15:00:00,442.0,-2.9,4.8,-0.4,2.6
2013-03-16 16:00:00,432.0,-3.7,3.8,-0.4,2.4
2013-03-16 17:00:00,424.0,-4.3,3.0,0.7,2.3
2013-03-16 18:00:00,432.0,-3.5,2.0,1.6,2.7
2013-03-16 19:00:00,420.0,-4.0,2.2,-0.1,2.4
2013-03-16 20:00:00,425.0,-3.2,1.6,0.3,2.8
2013-03-16 21:00:00,426.0,-3.0,1.4,-1.1,2.9
2013-03-16 22:00:00,421.0,-3.2,-0.3,1.1,2.9
2013-03-16 23:00:00,420.0,-3.1,-0.6,0.6,2.9
2013-03-17 00:00:00,414.0,-3.6,-0.5,-0.8,2.8
2013-03-17 01:00:00,415.0,-3.6,1.3,0.1,3.0
2013-03-17 02:00:00,445.0,-0.4,2.4,1.5,3.3
2013-03-17 03:00:00,435.0,-1.9,1.5,1.6,3.5
2013-03-17 04:00:00,428.0,-2.3,-0.8,1.4,3.1
2013-03-17 05:00:00,415.0,-3.4,0.6,-0.9,2.8
2013-03-17 06:00:00,570.0,-3.8,4.5,-0.7,7.5
2013-03-17 07:00:00,662.0,-1.0,0.8,0.1,13.4
2013-03-17 08:00:00,680.0,-0.7,-10.9,-9.0,14.0
2013-03-17 09:00:00,672.0,-2.2,0.2,-14.4,10.3
2013-03-17 10:00:00,712.0,-10.6,-7.9,-3.9,7.5
2013-03-17 11:00:00,670.0,-3.4,-6.0,-9.7,7.8
2013-03-17 12:00:00,721.0,-6.4,-2.4,-2.9,5.3
2013-03-17 13:00:00,680.0,0.6,-3.0,-6.7,6.2
2013-03-17 14:00:00,673.0,5.2,-3.1,-0.8,6.2
2013-03-17 15:00:00,661.0,5.2,-4.6,-5.8,5.3
2013-03-17 16:00:00,646.0,5.3,-3.9,-7.6,6.0
2013-03-17 17:00:00,625.0,5.7,-3.5,-10.0,5.9
2013-03-17 18:00:00,615.0,6.0,-0.6,-11.5,5.0
2013-03-17 19:00:00,608.0,8.7,-3.7,-8.4,3.7
2013-03-17 20:00:00,590.0,10.1,-3.8,-5.6,3.0
2013-03-17 21:00:00,595.0,10.8,-4.2,-1.8,3.4
2013-03-17 22:00:00,587.0,9.5,-5.3,-1.2,3.7
2013-03-17 23:00:00,572.0,9.2,-5.1,-0.4,3.2
2013-03-18 00:00:00,624.0,2.3,-3.3,4.6,2.7
2013-03-18 01:00:00,625.0,-5.2,-0.8,8.9,2.6
2013-03-18 02:00:00,615.0,-6.4,-0.1,8.3,2.8
2013-03-18 03:00:00,608.0,-5.5,-1.4,8.6,2.9
2013-03-18 04:00:00,584.0,-3.9,-2.1,8.7,3.4
2013-03-18 05:00:00,574.0,-2.5,-1.7,8.9,1.6
2013-03-18 06:00:00,574.0,-0.3,-3.1,7.8,1.0
2013-03-18 07:00:00,576.0,0.7,-1.6,8.0,0.8
2013-03-18 08:00:00,557.0,0.0,-0.9,8.2,1.0
2013-03-18 09:00:00,544.0,0.1,0.5,8.0,1.7
2013-03-18 10:00:00,556.0,-2.0,3.2,7.4,2.3
2013-03-18 11:00:00,546.0,2.8,2.2,6.9,1.8
2013-03-18 12:00:00,529.0,6.7,-3.3,4.8,1.7
2013-03-18 13:00:00,517.0,6.2,-2.1,6.1,2.3
2013-03-18 14:00:00,506.0,6.0,0.6,6.2,2.5
2013-03-18 15:00:00,501.0,4.8,-0.2,6.2,2.2
2013-03-18 16:00:00,504.0,3.4,-0.0,7.8,2.3
2013-03-18 17:00:00,519.0,1.9,-0.6,9.3,2.5
2013-03-18 18:00:00,526.0,5.5,-2.2,7.1,2.0
2013-03-18 19:00:00,500.0,9.4,-3.7,2.6,2.5
2013-03-18 20:00:00,483.0,8.5,-4.6,2.4,2.3
2013-03-18 21:00:00,478.0,7.9,-5.3,3.0,1.9
2013-03-18 22:00:00,463.0,8.5,-4.9,2.6,1.5
2013-03-18 23:00:00,472.0,7.3,-5.7,2.2,1.4
2013-03-19 00:00:00,470.0,7.2,-5.7,0.4,1.7
2013-03-19 01:00:00,455.0,6.7,-5.5,1.1,1.9
2013-03-19 02:00:00,457.0,5.6,-3.9,3.8,1.6
2013-03-19 03:00:00,442.0,5.5,-2.7,4.4,1.0
2013-03-19 04:00:00,428.0,5.6,-0.2,-2.2,0.9
2013-03-19 05:00:00,442.0,5.5,-0.9,5.4,1.0
2013-03-19 06:00:00,466.0,4.9,1.7,5.7,2.0
2013-03-19 07:00:00,458.0,5.3,0.5,5.8,1.3
2013-03-19 08:00:00,495.0,3.0,3.1,6.0,0.7
2013-03-19 09:00:00,477.0,4.4,0.8,5.8,0.6
2013-03-19 10:00:00,479.0,4.3,0.3,5.6,0.7
2013-03-19 11:00:00,474.0,4.4,-0.8,5.5,0.7
2013-03-19 12:00:00,472.0,3.5,0.6,6.4,0.8
2013-03-19 13:00:00,459.0,4.3,-1.1,6.2,1.2
2013-03-19 14:00:00,457.0,4.4,-1.2,6.0,1.9
2013-03-19 15:00:00,454.0,4.3,-4.3,5.2,1.8
2013-03-19 16:00:00,449.0,4.3,-5.7,3.5,1.8
2013-03-19 17:00:00,462.0,4.6,-2.4,3.5,3.4
2013-03-19 18:00:00,465.0,3.7,-2.7,2.6,3.8
2013-03-19 19:00:00,492.0,-0.6,-0.5,-1.2,3.9
2013-03-19 20:00:00,514.0,-4.0,1.3,0.2,3.0
2013-03-19 21:00:00,485.0,1.7,0.2,-0.3,3.1
2013-03-19 22:00:00,498.0,-0.9,-0.1,-2.1,2.7
2013-03-19 23:00:00,484.0,0.6,-2.2,-1.7,2.6
2013-03-20 00:00:00,480.0,0.3,1.7,-1.3,2.6
2013-03-20 01:00:00,511.0,-2.5,1.0,0.9,2.5
2013-03-20 02:00:00,508.0,-1.7,1.5,-0.8,2.9
2013-03-20 03:00:00,497.0,-1.4,-0.9,-1.9,3.1
2013-03-20 04:00:00,485.0,-0.4,0.9,-2.8,3.1
2013-03-20 05:00:00,472.0,0.0,3.2,-1.8,3.0
2013-03-20 06:00:00,466.0,0.2,4.3,-0.5,2.6
2013-03-20 07:00:00,475.0,-0.9,-1.0,-0.3,2.9
2013-03-20 08:00:00,460.0,0.8,2.0,-0.9,2.7
2013-03-20 09:00:00,413.0,2.5,-2.5,-1.4,2.1
2013-03-20 10:00:00,393.0,1.3,1.1,0.5,1.8
2013-03-20 11:00:00,395.0,4.4,-0.4,-0.4,2.4
2013-03-20 12:00:00,412.0,5.3,0.8,-0.7,2.9
2013-03-20 13:00:00,462.0,5.7,-4.7,-2.2,2.1
2013-03-20 14:00:00,489.0,5.2,-7.2,-1.3,1.4
2013-03-20 15:00:00,491.0,3.9,-8.2,-0.4,1.1
2013-03-20 16:00:00,463.0,6.5,-4.6,-3.5,1.0
2013-03-20 17:00:00,565.0,0.0,-0.3,1.1,2.5
2013-03-20 18:00:00,600.0,-7.2,5.7,4.0,2.9
2013-03-20 19:00:00,551.0,-3.0,3.9,5.2,4.1
2013-03-20 20:00:00,530.0,0.1,-6.2,-2.4,6.2
2013-03-20 21:00:00,510.0,3.7,-7.5,-2.3,5.0
2013-03-20 22:00:00,502.0,4.6,-5.1,-4.8,3.9
2013-03-20 23:00:00,532.0,3.7,-0.6,-7.7,1.9
2013-03-21 00:00:00,518.0,2.0,3.6,-4.6,2.2
2013-03-21 01:00:00,524.0,0.5,6.4,-2.6,2.1
2013-03-21 02:00:00,550.0,-0.4,4.3,-2.5,1.3
2013-03-21 03:00:00,479.0,3.2,0.5,-6.4,1.5
2013-03-21 04:00:00,451.0,4.2,1.2,-3.3,2.2
2013-03-21 05:00:00,402.0,5.8,3.4,-2.2,1.3
2013-03-21 06:00:00,463.0,1.8,3.4,-3.5,1.8
2013-03-21 07:00:00,464.0,4.2,-0.7,-2.4,2.5
2013-03-21 08:00:00,453.0,5.2,-1.0,-1.9,2.8
2013-03-21 09:00:00,438.0,5.7,-0.0,-1.5,2.8
2013-03-21 10:00:00,436.0,5.8,-0.6,-0.2,3.2
2013-03-21 11:00:00,434.0,6.0,-0.6,0.2,3.4
2013-03-21 12:00:00,430.0,6.2,-0.2,-0.1,3.2
2013-03-21 13:00:00,425.0,6.5,0.4,1.1,2.5
2013-03-21 14:00:00,424.0,6.2,0.2,1.1,2.8
2013-03-21 15:00:00,427.0,5.9,-0.2,2.1,2.9
2013-03-21 16:00:00,424.0,6.3,-0.8,0.7,2.5
2013-03-21 17:00:00,435.0,5.1,-3.2,1.8,2.8
2013-03-21 18:00:00,427.0,5.5,-3.2,1.8,2.9
2013-03-21 19:00:00,417.0,5.9,-3.1,-0.8,3.0
2013-03-21 20:00:00,429.0,5.1,-2.9,4.0,2.2
2013-03-21 21:00:00,448.0,0.4,0.2,5.8,3.3
2013-03-21 22:00:00,440.0,1.1,0.2,5.7,3.7
2013-03-21 23:00:00,438.0,1.2,1.3,5.4,3.3
2013-03-22 00:00:00,438.0,1.4,0.4,6.2,3.3
2013-03-22 01:00:00,463.0,-2.5,2.0,4.2,3.8
2013-03-22 02:00:00,457.0,-2.0,2.0,2.0,4.8
2013-03-22 03:00:00,438.0,-1.7,2.4,2.8,5.1
2013-03-22 04:00:00,424.0,1.7,0.6,4.1,4.4
2013-03-22 05:00:00,413.0,5.6,-3.3,0.6,2.4
2013-03-22 06:00:00,377.0,5.2,-4.3,0.5,1.1
2013-03-22 07:00:00,366.0,5.3,-4.1,0.6,0.7
2013-03-22 08:00:00,388.0,4.8,-4.5,-0.3,0.8
2013-03-22 09:00:00,379.0,4.7,-3.2,3.1,0.8
2013-03-22 10:00:00,409.0,3.1,-1.9,4.8,1.7
2013-03-22 11:00:00,404.0,3.3,-2.1,4.9,1.4
2013-03-22 12:00:00,401.0,3.2,-2.6,4.5,1.0
2013-03-22 13:00:00,389.0,3.4,-2.2,4.3,0.9
2013-03-22 14:00:00,396.0,2.3,-0.9,4.1,3.5
2013-03-22 15:00:00,405.0,0.3,-0.9,3.3,5.0
2013-03-22 16:00:00,393.0,1.1,0.4,3.8,4.7
2013-03-22 17:00:00,399.0,-0.5,0.9,3.7,4.9
2013-03-22 18:00:00,386.0,0.7,-0.5,3.9,4.9
2013-03-22 19:00:00,379.0,1.2,-0.2,3.4,4.8
2013-03-22 20:00:00,371.0,2.0,-0.1,2.1,4.7
2013-03-22 21:00:00,369.0,2.2,0.3,1.4,4.7
2013-03-22 22:00:00,384.0,-0.4,-0.6,-1.1,4.7
2013-03-22 23:00:00,382.0,-0.2,-1.1,-0.3,4.5
2013-03-23 00:00:00,373.0,0.7,-0.6,2.1,4.2
2013-03-23 01:00:00,373.0,0.2,0.2,1.9,4.6
2013-03-23 02:00:00,365.0,1.3,-1.3,-0.3,3.9
2013-03-23 03:00:00,363.0,1.6,-1.1,-1.1,3.7
2013-03-23 04:00:00,370.0,1.0,-1.3,3.0,4.2
2013-03-23 05:00:00,375.0,1.4,-1.7,3.1,4.7
2013-03-23 06:00:00,379.0,1.1,-3.0,0.3,5.6
2013-03-23 07:00:00,370.0,1.9,-2.9,-3.2,6.1
2013-03-23 08:00:00,365.0,1.5,-2.7,-3.7,5.7
2013-03-23 09:00:00,372.0,0.5,-2.5,-4.0,6.2
2013-03-23 10:00:00,380.0,-1.0,-3.1,1.5,6.9
2013-03-23 11:00:00,384.0,-0.9,-2.3,1.8,7.6
2013-03-23 12:00:00,378.0,0.7,-3.2,-2.8,8.3
2013-03-23 13:00:00,374.0,0.7,-2.7,-0.3,8.7
2013-03-23 14:00:00,370.0,0.9,-3.4,-1.2,9.0
2013-03-23 15:00:00,365.0,-0.1,-3.0,-2.1,8.4
2013-03-23 16:00:00,346.0,2.9,-2.9,-1.5,6.4
2013-03-23 17:00:00,342.0,3.4,-2.1,-1.4,6.3
2013-03-23 18:00:00,348.0,4.2,-0.7,-3.2,8.5
2013-03-23 19:00:00,381.0,2.3,4.4,-4.4,14.0
2013-03-23 20:00:00,393.0,-1.3,7.6,2.2,16.9
2013-03-23 21:00:00,404.0,-0.4,-1.0,4.0,17.3
2013-03-23 22:00:00,414.0,0.1,-3.0,3.8,19.0
2013-03-23 23:00:00,415.0,1.6,-1.2,0.3,27.2
2013-03-24 00:00:00,422.0,3.2,0.7,0.8,22.4
2013-03-24 01:00:00,423.0,1.9,0.2,2.2,15.6
2013-03-24 02:00:00,424.0,0.9,0.8,0.9,16.0
2013-03-24 03:00:00,430.0,-0.1,0.5,0.3,14.0
2013-03-24 04:00:00,432.0,-0.2,0.7,0.3,13.4
2013-03-24 05:00:00,437.0,-1.1,-0.4,0.2,11.4
2013-03-24 06:00:00,429.0,-0.5,-0.5,0.1,10.4
2013-03-24 07:00:00,427.0,1.1,0.9,0.1,7.9
2013-03-24 08:00:00,429.0,1.6,0.9,0.8,8.7
2013-03-24 09:00:00,421.0,0.4,0.3,0.4,11.3
2013-03-24 10:00:00,421.0,0.7,-0.7,-0.7,9.7
2013-03-24 11:00:00,418.0,1.0,1.5,-0.3,6.2
2013-03-24 12:00:00,418.0,1.5,2.4,1.2,6.6
2013-03-24 13:00:00,397.0,-1.7,2.3,0.0,4.1
2013-03-24 14:00:00,396.0,-2.2,1.1,0.0,4.2
2013-03-24 15:00:00,384.0,-3.3,-0.1,1.9,4.0
2013-03-24 16:00:00,392.0,-2.1,1.8,1.7,4.0
2013-03-24 17:00:00,386.0,-2.6,1.9,-0.6,3.8
2013-03-24 18:00:00,392.0,-1.6,1.2,-2.3,4.0
2013-03-24 19:00:00,386.0,-1.9,2.2,0.6,3.9
2013-03-24 20:00:00,393.0,-0.8,2.8,1.9,4.1
2013-03-24 21:00:00,387.0,-1.3,3.2,1.2,4.0
2013-03-24 22:00:00,384.0,-1.4,2.4,2.3,4.1
2013-03-24 23:00:00,386.0,-0.5,2.4,3.0,4.2
2013-03-25 00:00:00,385.0,-1.1,1.7,2.5,3.9
2013-03-25 01:00:00,375.0,-2.8,2.1,-0.0,3.6
2013-03-25 02:00:00,377.0,-2.4,2.4,1.0,3.7
2013-03-25 03:00:00,370.0,-2.9,2.0,1.7,3.6
2013-03-25 04:00:00,367.0,-3.1,1.8,1.4,3.6
2013-03-25 05:00:00,368.0,-3.2,1.9,1.3,3.8
2013-03-25 06:00:00,382.0,-1.9,1.0,0.2,6.9
2013-03-25 07:00:00,382.0,-1.8,0.4,0.2,7.9
2013-03-25 08:00:00,377.0,-2.2,0.0,0.6,7.4
2013-03-25 09:00:00,375.0,-2.1,-0.8,0.4,8.6
2013-03-25 10:00:00,359.0,-2.8,1.3,1.7,4.1
2013-03-25 11:00:00,362.0,-2.2,1.0,2.1,3.7
2013-03-25 12:00:00,380.0,0.4,2.9,0.6,4.5
2013-03-25 13:00:00,376.0,-0.7,3.4,0.8,4.8
2013-03-25 14:00:00,382.0,0.1,4.0,0.3,6.1
2013-03-25 15:00:00,387.0,0.4,5.9,1.9,7.3
2013-03-25 16:00:00,381.0,0.3,5.6,3.7,10.1
2013-03-25 17:00:00,380.0,0.4,5.4,5.3,12.6
2013-03-25 18:00:00,380.0,0.5,1.4,6.6,15.3
2013-03-25 19:00:00,370.0,-2.2,-4.2,6.8,10.8
2013-03-25 20:00:00,379.0,-0.3,1.3,4.2,5.5
2013-03-25 21:00:00,385.0,-0.4,0.8,2.5,4.8
2013-03-25 22:00:00,390.0,1.2,2.8,1.6,5.5
2013-03-25 23:00:00,392.0,-1.9,2.4,2.4,5.9
2013-03-26 00:00:00,400.0,0.6,2.8,1.8,6.0
2013-03-26 01:00:00,397.0,-1.5,1.7,4.6,5.8
2013-03-26 02:00:00,404.0,0.4,-0.6,3.8,6.0
2013-03-26 03:00:00,401.0,-0.7,1.2,2.2,5.2
2013-03-26 04:00:00,392.0,-0.4,0.7,1.9,5.3
2013-03-26 05:00:00,395.0,0.2,-0.2,1.0,5.0
2013-03-26 06:00:00,388.0,-0.1,-0.1,-0.1,4.8
2013-03-26 07:00:00,382.0,-1.2,2.7,-0.2,4.4
2013-03-26 08:00:00,379.0,-0.8,2.4,0.8,4.2
2013-03-26 09:00:00,364.0,-2.5,1.9,0.8,3.0
2013-03-26 10:00:00,356.0,-3.0,2.2,0.2,2.4
2013-03-26 11:00:00,351.0,-3.6,0.9,0.3,2.0
2013-03-26 12:00:00,370.0,-3.6,-0.2,0.1,5.0
2013-03-26 13:00:00,376.0,0.9,0.2,-0.5,5.4
2013-03-26 14:00:00,371.0,2.2,0.2,0.1,5.7
2013-03-26 15:00:00,383.0,3.7,0.1,0.0,6.0
2013-03-26 16:00:00,370.0,1.6,0.1,1.7,6.2
2013-03-26 17:00:00,364.0,1.2,0.4,1.8,6.8
2013-03-26 18:00:00,356.0,-0.1,1.1,2.3,6.8
2013-03-26 19:00:00,353.0,-0.4,1.6,2.1,7.1
2013-03-26 20:00:00,351.0,-1.4,2.4,2.5,7.1
2013-03-26 21:00:00,358.0,0.3,2.0,2.0,8.3
2013-03-26 22:00:00,360.0,0.5,1.2,3.8,9.2
2013-03-26 23:00:00,369.0,2.1,-0.9,4.0,9.5
2013-03-27 00:00:00,371.0,4.3,-2.6,1.9,10.6
2013-03-27 01:00:00,369.0,4.1,0.2,3.0,13.4
2013-03-27 02:00:00,378.0,0.4,5.8,-0.2,14.1
2013-03-27 03:00:00,376.0,-2.2,8.3,-2.4,10.7
2013-03-27 04:00:00,365.0,-3.2,9.4,-1.1,11.3
2013-03-27 05:00:00,366.0,-2.2,8.5,-2.6,12.9
2013-03-27 06:00:00,385.0,5.7,-3.2,-2.8,13.0
2013-03-27 07:00:00,390.0,6.9,-6.8,-2.3,8.8
2013-03-27 08:00:00,398.0,6.9,-2.5,-3.4,9.7
2013-03-27 09:00:00,410.0,8.0,-5.5,-5.3,10.6
2013-03-27 10:00:00,424.0,6.6,-4.6,-3.5,12.6
2013-03-27 11:00:00,449.0,-4.2,3.0,1.3,14.4
2013-03-27 12:00:00,448.0,-0.5,-4.0,1.1,10.5
2013-03-27 13:00:00,462.0,2.4,-2.7,-1.5,12.1
2013-03-27 14:00:00,499.0,3.2,-7.6,-3.0,8.6
2013-03-27 15:00:00,514.0,3.1,-5.1,-6.6,7.9
2013-03-27 16:00:00,481.0,7.8,-0.4,-6.3,6.6
2013-03-27 17:00:00,494.0,3.9,-1.2,-2.8,7.3
2013-03-27 18:00:00,507.0,1.8,-1.9,0.8,6.5
2013-03-27 19:00:00,504.0,3.6,-1.3,-0.9,5.8
2013-03-27 20:00:00,527.0,1.3,-3.1,-1.3,5.1
2013-03-27 21:00:00,544.0,-0.1,-4.1,-3.1,4.6
2013-03-27 22:00:00,529.0,2.4,-1.7,-1.0,4.5
2013-03-27 23:00:00,522.0,3.1,-3.0,-2.9,4.5
2013-03-28 00:00:00,498.0,4.3,-0.4,-2.4,4.6
2013-03-28 01:00:00,486.0,4.6,-1.8,-0.5,4.6
2013-03-28 02:00:00,477.0,5.0,-0.8,0.4,4.0
2013-03-28 03:00:00,478.0,4.1,-2.6,0.5,4.1
2013-03-28 04:00:00,474.0,3.8,-2.4,0.9,4.2
2013-03-28 05:00:00,469.0,3.7,-2.6,-0.5,4.1
2013-03-28 06:00:00,459.0,3.4,-2.8,-0.2,4.1
2013-03-28 07:00:00,452.0,3.9,-2.5,-0.1,4.6
2013-03-28 08:00:00,447.0,3.0,-2.7,-1.7,4.4
2013-03-28 09:00:00,435.0,1.5,0.3,-1.5,5.2
2013-03-28 10:00:00,430.0,3.2,-1.4,-0.1,5.0
2013-03-28 11:00:00,427.0,2.6,-1.5,0.7,5.5
2013-03-28 12:00:00,419.0,3.5,0.2,-0.0,5.6
2013-03-28 13:00:00,413.0,3.8,-0.4,0.7,5.3
2013-03-28 14:00:00,401.0,3.1,-2.1,-0.3,5.5
2013-03-28 15:00:00,407.0,0.4,-2.4,-2.3,6.1
2013-03-28 16:00:00,395.0,-2.0,0.4,-0.6,6.4
2013-03-28 17:00:00,384.0,-0.2,-1.0,2.3,7.1
2013-03-28 18:00:00,382.0,0.8,-2.3,-3.1,7.1
2013-03-28 19:00:00,384.0,0.9,0.1,-1.0,5.9
2013-03-28 20:00:00,396.0,1.3,-0.5,-1.0,6.0
2013-03-28 21:00:00,384.0,2.8,-1.3,-1.9,6.1
2013-03-28 22:00:00,383.0,4.1,-1.0,-1.9,6.6
2013-03-28 23:00:00,388.0,3.2,-0.0,-3.1,8.5
2013-03-29 00:00:00,400.0,1.5,-0.5,-2.9,9.4
2013-03-29 01:00:00,410.0,-0.7,-5.9,-0.8,5.6
2013-03-29 02:00:00,415.0,0.2,-5.8,-0.6,6.8
2013-03-29 03:00:00,417.0,5.2,2.7,-4.6,3.9
2013-03-29 04:00:00,429.0,5.3,1.4,-5.6,4.1
2013-03-29 05:00:00,442.0,4.7,0.7,-5.1,4.7
2013-03-29 06:00:00,442.0,4.3,0.2,-6.0,5.7
2013-03-29 07:00:00,442.0,3.8,-2.6,-4.6,6.1
2013-03-29 08:00:00,428.0,5.4,-2.8,-3.4,6.6
2013-03-29 09:00:00,449.0,2.2,-7.5,-5.0,6.2
2013-03-29 10:00:00,442.0,3.4,-5.2,-5.9,7.7
2013-03-29 11:00:00,445.0,2.5,-6.2,-3.1,10.3
2013-03-29 12:00:00,445.0,2.1,-7.7,0.4,10.3
2013-03-29 13:00:00,459.0,1.6,-5.6,-4.9,9.8
2013-03-29 14:00:00,466.0,0.1,-8.0,0.8,10.0
2013-03-29 15:00:00,478.0,2.3,-2.3,-8.9,7.5
2013-03-29 16:00:00,478.0,3.0,-3.5,1.8,7.0
2013-03-29 17:00:00,483.0,2.3,-2.7,-2.1,6.9
2013-03-29 18:00:00,500.0,1.8,-2.0,-0.2,6.3
2013-03-29 19:00:00,504.0,3.1,0.5,1.9,6.1
2013-03-29 20:00:00,529.0,1.7,-1.8,1.7,3.3
2013-03-29 21:00:00,540.0,2.7,4.1,-3.0,3.4
2013-03-29 22:00:00,544.0,1.5,-4.5,-1.5,4.4
2013-03-29 23:00:00,514.0,4.5,-0.8,-1.9,4.5
2013-03-30 00:00:00,529.0,2.2,-1.9,-1.4,4.7
2013-03-30 01:00:00,536.0,0.2,0.3,-4.0,4.9
